,Total_Stops,Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Day,Month,TotalTime,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,dep_timezone_Morning,dep_timezone_Afternoon,dep_timezone_Evening,arrival_timezone_Morning,arrival_timezone_Afternoon,arrival_timezone_Evening,Additional_Info_1 short layover,Additional_Info_2 long layover,Additional_Info_business class,Additional_Info_change airports,Additional_Info_in-flight meal not included,Additional_Info_no check-in baggage included,Additional_Info_red-eye flight
5497,1,5999,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,7.75,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5498,0,5403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,4,2.8333333333333335,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5499,2,13014,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,13.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5500,0,4995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,5,1.4166666666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5501,1,13941,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,25.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5502,2,11507,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,21.583333333333332,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5503,1,12192,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,6,11.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5504,1,7198,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,5,7.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5505,0,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,6,3.25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5506,0,3841,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,2.5833333333333335,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5507,1,12347,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,5.833333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5508,0,11982,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,15,6,2.3333333333333335,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5509,2,13029,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,22.916666666666668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5510,1,16736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,11.666666666666666,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5511,0,4174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4,2.5833333333333335,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5512,0,3841,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,6,2.4166666666666665,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5513,1,17024,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,24.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5514,0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5515,1,6442,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,10.583333333333334,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5516,2,11762,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,36.166666666666664,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5517,0,4174,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,4,2.4166666666666665,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5518,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,2.5833333333333335,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5519,1,13377,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,6,11.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5520,0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2.9166666666666665,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5521,0,8855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,2.8333333333333335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5522,1,7741,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,6,8.916666666666666,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5523,1,22270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5524,1,7740,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,6,12.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5525,2,14960,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,26.666666666666668,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5526,1,12032,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,8.916666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5527,0,5462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,1.3333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5528,1,12347,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,23.083333333333332,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5529,0,3145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27,3,2.25,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5530,1,7832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,8.666666666666666,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5531,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,6,2.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5532,1,10482,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,5.083333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5533,1,12373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,16.916666666666668,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5534,1,10478,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,15.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5535,2,13029,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,18.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5536,1,6482,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,20.916666666666668,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5537,1,15554,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5538,1,11789,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,12,6,10.25,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5539,1,9413,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,5.666666666666667,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5540,1,7662,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,28.333333333333332,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5541,1,7888,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,5,6.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5542,1,5192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,15.916666666666666,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5543,1,6007,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,6,10.666666666666666,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5544,1,12898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,26.583333333333332,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5545,2,11885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,25.75,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5546,1,14360,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,3,5.916666666666667,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5547,2,14330,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,19.75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5548,1,6076,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,3,9.25,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5549,0,4622,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5550,1,14388,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,11.083333333333334,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5551,1,9794,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,5,10.25,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5552,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,2.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5553,1,9663,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,7.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5554,1,5842,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,6.166666666666667,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5555,1,15603,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,8.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5556,0,5618,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5557,0,6565,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.5833333333333335,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5558,1,5221,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,4,4.916666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5559,2,10368,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,9.333333333333334,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5560,1,7480,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,12.75,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5561,2,13882,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,24.833333333333332,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5562,1,6442,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,9.333333333333334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5563,0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,6,2.9166666666666665,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5564,0,3873,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,21,5,2.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5565,1,12121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,17.916666666666668,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5566,0,4423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,2.8333333333333335,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5567,0,5510,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,6,2.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5568,0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5569,1,10577,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,16.833333333333332,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
5570,0,8040,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,3,1.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5571,1,14714,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5572,0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,2.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5573,2,6653,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,14.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5574,1,6442,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,11.083333333333334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5575,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,2.6666666666666665,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5576,2,9417,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,20.166666666666668,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5577,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,24.916666666666668,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5578,0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,3.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5579,1,15400,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,9.833333333333334,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
5580,1,6416,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,12.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5581,0,5176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2.8333333333333335,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5582,1,9264,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,9.583333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5583,1,13587,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,6,12.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5584,0,3597,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5,2.25,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5585,0,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,2.8333333333333335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5586,0,4995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,6,1.4166666666666667,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5587,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2.5833333333333335,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5588,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,9.833333333333334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5589,1,14714,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,14.75,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5590,1,14571,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,12.166666666666666,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5591,1,7832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,23.75,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5592,1,11467,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,21.583333333333332,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5593,1,10953,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,17.916666666666668,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5594,0,4148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,2.6666666666666665,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5595,0,3873,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,5,2.4166666666666665,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5596,0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,2.8333333333333335,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5597,1,6151,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,5.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5598,1,12080,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12,3,14.166666666666666,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5599,1,13584,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,14.083333333333334,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5600,1,6979,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5,14.083333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5601,0,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5602,1,6284,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,5.416666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5603,1,4226,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5604,1,6442,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,9.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5605,1,12373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,8.666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5606,1,11297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,9.166666666666666,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5607,2,14083,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,15.333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5608,0,7202,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,3.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5609,1,11667,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,9.833333333333334,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5610,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,23.333333333333332,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5611,1,5932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,21.083333333333332,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5612,1,9001,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,6,10.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5613,1,13469,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,6.583333333333333,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5614,0,2227,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,6,1.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5615,1,5636,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,5.25,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5616,2,15965,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,6,10.416666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5617,1,5054,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,5.083333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5618,1,5999,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,9.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5619,0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2.9166666666666665,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5620,1,8479,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,6,7.25,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5621,1,8452,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,5,15.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5622,1,14924,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,11.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5623,2,10441,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,23.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5624,1,7485,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,5,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5625,0,6478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,3.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5626,2,15129,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,29.583333333333332,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5627,1,3809,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4.416666666666667,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5628,1,18581,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,11.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5629,0,5224,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,2.5833333333333335,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5630,1,8330,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,8.333333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5631,0,6961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,2.75,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5632,1,10262,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,11.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5633,0,2754,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,1,13727,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18,5,10.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5635,0,3898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,2.75,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5636,1,11087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,13.5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
5637,0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,2.8333333333333335,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5638,1,12557,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,25.333333333333332,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5639,2,8273,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,22.083333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5640,2,9736,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,3,9.083333333333334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5641,1,10262,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,25.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5642,2,11664,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,13.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
